iter	Logloss
601	0.17847552
602	0.1782212225
603	0.1780531458
604	0.1778290597
605	0.1776577385
606	0.1775187803
607	0.1773227357
608	0.1772025724
609	0.1769906625
610	0.1766617708
611	0.176432891
612	0.176334977
613	0.1761613478
614	0.1760509544
615	0.1758798837
616	0.1756307607
617	0.1753170844
618	0.1752590786
619	0.175065203
620	0.1747242964
621	0.1745943296
622	0.1743790576
623	0.1741533079
624	0.1739143849
625	0.1737796999
626	0.1735569697
627	0.1732435153
628	0.1730851774
629	0.1728316087
630	0.1727548983
631	0.1725075499
632	0.172212861
633	0.1720119384
634	0.1718818812
635	0.1717965746
636	0.1716034081
637	0.1714435329
638	0.1712681789
639	0.1711576407
640	0.171100751
641	0.1709962467
642	0.1706289038
643	0.1704917242
644	0.1702934739
645	0.170134677
646	0.1700264833
647	0.1698355506
648	0.1696397579
649	0.1693537792
650	0.1692578905
651	0.1691150806
652	0.1689526892
653	0.1688711373
654	0.1687198008
655	0.1686683104
656	0.1685522802
657	0.1683792629
658	0.1682169959
659	0.1680688836
660	0.167940908
661	0.1678223041
662	0.1677332063
663	0.1675501893
664	0.1674531356
665	0.1673093069
666	0.1670176787
667	0.1668884052
668	0.1667840966
669	0.1666506001
670	0.1665854513
671	0.166454168
672	0.1662303246
673	0.1661534006
674	0.1657982038
675	0.1655964157
676	0.1654951132
677	0.1653511752
678	0.1651928081
679	0.1650638477
680	0.1649938761
681	0.1647547212
682	0.164624786
683	0.164437215
684	0.1642693339
685	0.1639823085
686	0.1639446998
687	0.1638138876
688	0.1636743396
689	0.1635382378
690	0.1634838746
691	0.163318803
692	0.163065422
693	0.1628847565
694	0.162655435
695	0.1625314102
696	0.1624151296
697	0.1621702123
698	0.1620237273
699	0.1618063332
700	0.1617501903
701	0.161619136
702	0.1613784643
703	0.1611728002
704	0.1610266561
705	0.1608188328
706	0.1607546215
707	0.1606116733
708	0.1604716352
709	0.1603263414
710	0.1601529671
711	0.1599816842
712	0.1597587254
713	0.1596168698
714	0.1594051406
715	0.1592736129
716	0.1589619177
717	0.1588086955
718	0.1585680301
719	0.158451383
720	0.158281307
721	0.1582338696
722	0.1581020303
723	0.1578327413
724	0.1576665925
725	0.1574279538
726	0.1572191376
727	0.1571540097
728	0.1569552777
729	0.1567802739
730	0.1566594552
731	0.1564929059
732	0.1563186177
733	0.1562649856
734	0.1560251651
735	0.155959703
736	0.1558696398
737	0.155736688
738	0.1555786559
739	0.1554603285
740	0.1553248042
741	0.1550383346
742	0.154939556
743	0.1546844762
744	0.1544733746
745	0.154353774
746	0.1542409162
747	0.1539364277
748	0.1536913207
749	0.153438415
750	0.1532694556
751	0.1531769905
752	0.1530562126
753	0.1529235552
754	0.1527656974
755	0.1526827509
756	0.1524729064
757	0.1523327262
758	0.152232796
759	0.1521115826
760	0.1519306266
761	0.151636104
762	0.1514880271
763	0.1512603068
764	0.1511723152
765	0.1510500758
766	0.150888764
767	0.1507748093
768	0.150611139
769	0.1505257223
770	0.1503873809
771	0.1501946029
772	0.1499471609
773	0.149767221
774	0.1496813883
775	0.149560339
776	0.1494722866
777	0.149306514
778	0.1492624672
779	0.1490315723
780	0.1488287252
781	0.1487521834
782	0.1485774193
783	0.1484238427
784	0.1483150064
785	0.1481210723
786	0.1479851688
787	0.1478485526
788	0.1476375293
789	0.1475522858
790	0.1474591356
791	0.147242446
792	0.1470535327
793	0.1469670587
794	0.1467851761
795	0.146628678
796	0.1465639149
797	0.1464180483
798	0.1462629842
799	0.1461335805
800	0.1460954812
801	0.1460208798
802	0.1457965572
803	0.1456437838
804	0.1454502623
805	0.1453275126
806	0.1452879933
807	0.1451209064
808	0.1449682259
809	0.1449002075
810	0.1448065648
811	0.1446359262
812	0.144506302
813	0.1444019842
814	0.1443006936
815	0.144218661
816	0.1440969952
817	0.1438200215
818	0.1436596351
819	0.1434394482
820	0.1433191546
821	0.1432208709
822	0.1431017726
823	0.1428172644
824	0.1427791287
825	0.1426553829
826	0.1425627314
827	0.1424776167
828	0.1424170207
829	0.1422946216
830	0.1421850642
831	0.1420187111
832	0.1419105617
833	0.1418017656
834	0.1416901122
835	0.1415308025
836	0.1414227755
837	0.1413138562
838	0.1411294642
839	0.1410242118
840	0.1408611725
841	0.140796784
842	0.1407144943
843	0.1405552874
844	0.1404475042
845	0.1403545947
846	0.1401816646
847	0.1400313898
848	0.1398644799
849	0.1397605632
850	0.1396627226
851	0.1395709984
852	0.1395595976
853	0.139481648
854	0.1393618701
855	0.1392915908
856	0.1392159192
857	0.139096115
858	0.1389671008
859	0.1387931008
860	0.1387553805
861	0.1385588321
862	0.138460357
863	0.1383817137
864	0.1383564237
865	0.1383139936
866	0.1381223691
867	0.1378706192
868	0.1377143966
869	0.1375635423
870	0.1374096691
871	0.1372950485
872	0.1371426089
873	0.1369995679
874	0.1369170998
875	0.1367346552
876	0.1365800043
877	0.1364647703
878	0.1364101727
879	0.1362462688
880	0.1361368733
881	0.136097896
882	0.1359392468
883	0.1357230347
884	0.1356187141
885	0.1355066895
886	0.1353605483
887	0.1352378582
888	0.1350600989
889	0.1350204974
890	0.1348537831
891	0.1346899495
892	0.1345656135
893	0.134386972
894	0.1341988645
895	0.13411267
896	0.1339871175
897	0.1338508428
898	0.1337563437
899	0.1336597902
900	0.1335045226
901	0.1334647306
902	0.1333846781
903	0.1333248896
904	0.1331313682
905	0.1329846201
906	0.1328289358
907	0.1327378697
908	0.1325973233
909	0.1324749789
910	0.1323161452
911	0.1322792678
912	0.1321611834
913	0.1319893186
914	0.1319383181
915	0.1318760764
916	0.1317254503
917	0.1316906231
918	0.13167408
919	0.1315197001
920	0.1313801567
921	0.1312670752
922	0.1311149544
923	0.1309808958
924	0.1308512559
925	0.1307878872
926	0.1306527067
927	0.1305498183
928	0.1304221779
929	0.1302759164
930	0.1302600975
931	0.1300819422
932	0.1300141815
933	0.1298873614
934	0.1297192984
935	0.1297054611
936	0.1295775397
937	0.129522254
938	0.1294866868
939	0.12937515
940	0.1292296824
941	0.1290651573
942	0.1289537347
943	0.1287906074
944	0.1285672142
945	0.1284592388
946	0.1284325987
947	0.128242196
948	0.1279733563
949	0.1278459572
950	0.1277830697
951	0.1277006436
952	0.1275200064
953	0.1274456266
954	0.1274189727
955	0.1273103395
956	0.1272109866
957	0.1270149007
958	0.1268605233
959	0.126719896
960	0.1264483438
961	0.1263247175
962	0.1261195937
963	0.125998734
964	0.1257999216
965	0.1257677969
966	0.1256548941
967	0.1254567027
968	0.1252417414
969	0.1251793937
970	0.1250481194
971	0.1249404882
972	0.124814156
973	0.1246796721
974	0.124528105
975	0.1243714965
976	0.1242650391
977	0.1241894273
978	0.1241042213
979	0.1240810357
980	0.1239290591
981	0.1238031015
982	0.1236870044
983	0.1235675867
984	0.123393037
985	0.1232365468
986	0.1231474849
987	0.1231298539
988	0.1229983445
989	0.1228647017
990	0.1227073035
991	0.1225861327
992	0.1224722583
993	0.1224194572
994	0.1222514863
995	0.1221129679
996	0.1219931948
997	0.121974184
998	0.1217885652
999	0.1215760411
