iter	Logloss
331	0.5585232973
332	0.5581135154
333	0.5579601526
334	0.5575518608
335	0.5571423769
336	0.5567343831
337	0.5562144518
338	0.5560176373
339	0.5556102395
340	0.5554107428
341	0.5552521944
342	0.5548477769
343	0.5544409752
344	0.55392313
345	0.55352211
346	0.5530053377
347	0.5525982976
348	0.5521967411
349	0.5517938137
350	0.5513898134
351	0.5509873033
352	0.5505850315
353	0.5501841903
354	0.5497822762
355	0.5493791103
356	0.5491851568
357	0.5487836003
358	0.548380971
359	0.5479851961
360	0.5475854874
361	0.5471870899
362	0.5467891097
363	0.5466372967
364	0.5462368727
365	0.5460489988
366	0.5456515551
367	0.545144558
368	0.5449516773
369	0.5445547104
370	0.5441620946
371	0.5439680815
372	0.5435756445
373	0.5431792736
374	0.5427858829
375	0.5423887968
376	0.5419941545
377	0.5415999293
378	0.5414030552
379	0.5410115719
380	0.5406177044
381	0.5401166081
382	0.5399276018
383	0.539536953
384	0.5393909216
385	0.5390018225
386	0.5386142731
387	0.5382215381
388	0.5380716324
389	0.5376830697
390	0.5371860266
391	0.5367994308
392	0.5364129543
393	0.5360254049
394	0.5356366634
395	0.5352493525
396	0.5348650217
397	0.5346752405
398	0.5341809988
399	0.5337984562
400	0.5336539149
401	0.5332689881
402	0.5328843594
403	0.53269732
404	0.5325130224
405	0.5321288109
406	0.5317472219
407	0.5315956473
408	0.5314130783
409	0.5310279727
410	0.5306483507
411	0.530264914
412	0.5298831463
413	0.5295040607
414	0.5291236639
415	0.5287436247
416	0.5283664465
417	0.5282249451
418	0.5278452635
419	0.5277053118
420	0.5273258686
421	0.526949048
422	0.526568532
423	0.5260896087
424	0.525908649
425	0.5257241726
426	0.5253442526
427	0.52516222
428	0.5249814391
429	0.5246058702
430	0.5244227052
431	0.524046123
432	0.5238651037
433	0.5236802697
434	0.5232043266
435	0.5227288604
436	0.5223520398
437	0.52188164
438	0.5215065479
439	0.5211368799
440	0.5206652284
441	0.5202920437
442	0.52011168
443	0.5196396112
444	0.5192711353
445	0.5187974572
446	0.518428266
447	0.5180604458
448	0.5176888704
449	0.5173226595
450	0.5171443224
451	0.5169615746
452	0.5164942741
453	0.5161299706
454	0.5157607794
455	0.5153957605
456	0.5150282383
457	0.5146634579
458	0.5144885778
459	0.5141189098
460	0.5137572885
461	0.5135825872
462	0.5131172538
463	0.5126550794
464	0.512288928
465	0.5121574402
466	0.5117943287
467	0.5113346577
468	0.510972023
469	0.5106095076
470	0.5104346275
471	0.5100737214
472	0.5097156763
473	0.5093563795
474	0.5089919567
475	0.5086317658
476	0.5082757473
477	0.507917285
478	0.5075588226
479	0.5071992874
480	0.5068399906
481	0.5064834952
482	0.5061244965
483	0.505767107
484	0.5054110289
485	0.5050565004
486	0.5047009587
487	0.5045168996
488	0.5043302774
489	0.504204154
490	0.5040307641
491	0.5036768913
492	0.5033206344
493	0.5029671192
494	0.5026150942
495	0.5022619367
496	0.5019090176
497	0.5015561581
498	0.5012009144
499	0.5008510351
500	0.5005014539
501	0.5003317595
502	0.5001930594
503	0.4998424053
504	0.4994921386
505	0.4991431832
506	0.4989616871
507	0.4986117482
508	0.4981662631
509	0.498030901
510	0.4978632927
511	0.4976969957
512	0.497343868
513	0.4969024658
514	0.4965564609
515	0.4962106645
516	0.4957651198
517	0.4954197407
518	0.4950719476
519	0.4947283864
520	0.4943861961
521	0.494034946
522	0.4936932623
523	0.4933462739
524	0.4930049181
525	0.4926623702
526	0.4923172295
527	0.4921402931
528	0.4917981923
529	0.4913623631
530	0.4910179973
531	0.4906778932
532	0.490336597
533	0.4899915457
534	0.4896532893
535	0.4893124104
536	0.4888806343
537	0.4885390997
538	0.4884086251
539	0.4882436693
540	0.4879038334
541	0.4875640869
542	0.4871354699
543	0.4867033958
544	0.4863646328
545	0.486029774
546	0.4856940806
547	0.4853570163
548	0.4850201607
549	0.4848601818
550	0.4845208824
551	0.4841884375
552	0.4840660691
553	0.4837273061
554	0.4833914042
555	0.4830583632
556	0.4827253819
557	0.4823913574
558	0.4820587337
559	0.4817276001
560	0.4813928008
561	0.4810607135
562	0.4807289839
563	0.4803997874
564	0.4802260399
565	0.4798050821
566	0.4796423912
567	0.4793128073
568	0.4789844453
569	0.4786550999
570	0.4784967005
571	0.4781663418
572	0.4778372645
573	0.4775086641
574	0.4771828055
575	0.4767610431
576	0.4764329195
577	0.4762752354
578	0.4759486616
579	0.4757889807
580	0.475461483
581	0.4751367569
582	0.4748108387
583	0.4744837284
584	0.4741569459
585	0.4737436771
586	0.473616302
587	0.4732927382
588	0.4729692936
589	0.4726459682
590	0.4724769294
591	0.47232306
592	0.4721975327
593	0.4718746543
594	0.4714613259
595	0.4711391032
596	0.4709829688
597	0.4706608653
598	0.4703404307
599	0.4700187743
600	0.4698630571
601	0.4695442021
602	0.4694238305
603	0.4692674875
604	0.4689489603
605	0.4686266482
606	0.4683084488
607	0.4679918289
608	0.4676713347
609	0.4673523307
610	0.4669423103
611	0.4666263759
612	0.4663095176
613	0.466157496
614	0.4658381641
615	0.4656865299
616	0.4653698802
617	0.4649647772
618	0.4648014605
619	0.4646487236
620	0.464245677
621	0.4639301598
622	0.463614881
623	0.4632996619
624	0.4628994465
625	0.4627837539
626	0.4626195729
627	0.4623063803
628	0.4619085193
629	0.4617554545
630	0.4614453614
631	0.4611302018
632	0.4609787166
633	0.4606677294
634	0.4603543282
635	0.4599586725
636	0.4598115981
637	0.459497273
638	0.4591885805
639	0.4587904215
640	0.458480835
641	0.458168745
642	0.4578595161
643	0.4577103257
644	0.4574053586
645	0.4570965767
646	0.4567853808
647	0.4566633701
648	0.4565489888
649	0.4562407732
650	0.4559354186
651	0.4556261897
652	0.4553183913
653	0.4551725984
654	0.4548651576
655	0.4545605481
656	0.454167366
657	0.4538632035
658	0.4537165165
659	0.4535562992
660	0.4532524347
661	0.4530935884
662	0.4527900219
663	0.4526670575
664	0.4523663521
665	0.4520632625
666	0.4519171119
667	0.4516129494
668	0.4512268901
669	0.450837642
670	0.4505380988
671	0.4502322972
672	0.4500865936
673	0.4497836828
674	0.4494849145
675	0.4491862059
676	0.4490271807
677	0.4488832057
678	0.4485809207
679	0.4482800961
680	0.4479821324
681	0.4476816654
682	0.4473839998
683	0.4470864534
684	0.4467812777
685	0.4466419816
686	0.4465226829
687	0.4462283552
688	0.4459290504
689	0.4456323683
690	0.4454886913
691	0.4451895952
692	0.4448093772
693	0.4445108771
694	0.444396317
695	0.4440993667
696	0.4438026547
697	0.4434239864
698	0.4431303144
699	0.4428315461
700	0.4425409436
701	0.4422464669
702	0.4419495463
703	0.4418078065
704	0.4415150285
705	0.44122383
706	0.4408453107
707	0.4404729009
708	0.4403303564
709	0.4402228296
710	0.4398510158
711	0.4394744039
712	0.4393697977
713	0.439076066
714	0.4389354885
715	0.4385652244
716	0.4382745624
717	0.4379841685
718	0.4376927018
719	0.437405318
720	0.4371141195
721	0.4368256927
722	0.436534673
723	0.4363828897
724	0.4362457097
725	0.4359578788
726	0.4356673658
727	0.4353811741
728	0.4350924492
729	0.4348039031
730	0.4345167279
731	0.4342337549
732	0.4339471161
733	0.4336578846
734	0.4335214198
735	0.4334173203
736	0.4330503047
737	0.4327643514
738	0.4324758053
739	0.4321124554
740	0.4317502975
741	0.4314647913
742	0.431183517
743	0.431047529
744	0.4307638109
745	0.4306622148
746	0.4303796887
747	0.4300183654
748	0.4297362268
749	0.429600656
750	0.4293214083
751	0.4290394783
752	0.4286791682
753	0.428399086
754	0.4281163812
755	0.4278391004
756	0.4277049303
757	0.4274238646
758	0.4271455407
759	0.426867336
760	0.4265853763
761	0.4264829457
762	0.4262037277
763	0.4259246588
764	0.4255693555
765	0.4252932072
766	0.4251607358
767	0.4248809218
768	0.4246049523
769	0.4242508411
770	0.4241401255
771	0.4238633215
772	0.4235892892
773	0.4234897196
774	0.4232145548
775	0.4229354858
776	0.4228073359
777	0.4224529862
778	0.4223222136
779	0.4222227335
780	0.4218714833
781	0.421598196
782	0.4213224649
783	0.4209720194
784	0.4207004309
785	0.4204264879
786	0.4203154445
787	0.4200429916
788	0.4199126959
789	0.4198156595
790	0.4195433259
791	0.4194144905
792	0.4191424251
793	0.418868959
794	0.418596983
795	0.4182522893
796	0.4179807603
797	0.4177106023
798	0.4173627794
799	0.417092979
800	0.4169611931
801	0.4166914821
802	0.4164232612
803	0.4161525369
804	0.4160240889
805	0.4156789184
806	0.4154124856
807	0.4151448011
808	0.4147977233
809	0.4145317078
810	0.4142631292
811	0.4139947593
812	0.4137305021
813	0.4134623706
814	0.413120538
815	0.4128527939
816	0.4125876427
817	0.4123212695
818	0.4120565355
819	0.4117918313
820	0.4115271866
821	0.411265403
822	0.4109970927
823	0.4106586277
824	0.4103959799
825	0.4101334214
826	0.4100071192
827	0.4097419977
828	0.4094796777
829	0.4091425538
830	0.4088818133
831	0.4086199403
832	0.40828228
833	0.408154428
834	0.4078928828
835	0.4076301455
836	0.4073688984
837	0.4071103334
838	0.4067751169
839	0.4066520929
840	0.4063885808
841	0.4061278999
842	0.4057962
843	0.4054621458
844	0.405203402
845	0.404871285
846	0.4046128094
847	0.4043542743
848	0.4042316079
849	0.403973341
850	0.4038519859
851	0.4037292004
852	0.4034712315
853	0.4032158256
854	0.4029592574
855	0.4026289582
856	0.4023726583
857	0.4022695422
858	0.4020135999
859	0.4017575085
860	0.4015018642
861	0.4012461603
862	0.4011234641
863	0.400867939
864	0.4006150365
865	0.4003584683
866	0.4002241492
867	0.3999717236
868	0.3998509943
869	0.3997522891
870	0.3996297121
871	0.3993788958
872	0.3991241455
873	0.3987954855
874	0.3985463679
875	0.3984442949
876	0.3981927037
877	0.39793998
878	0.3976872861
879	0.3975682855
880	0.3972436786
881	0.3971550465
882	0.3969040513
883	0.3966505527
884	0.3964011073
885	0.3961490989
886	0.3960302472
887	0.3957079649
888	0.3953887224
889	0.3952876329
890	0.3950388432
891	0.3949203491
892	0.3946717381
893	0.3945533037
894	0.3943035007
895	0.3940539956
896	0.393806994
897	0.3935576081
898	0.3934387863
899	0.3931895792
900	0.3930916488
901	0.3927745223
902	0.3925241828
903	0.3922795057
904	0.392033428
905	0.3917835951
906	0.3915383816
907	0.3912924528
908	0.390976429
909	0.3907321393
910	0.3904865086
911	0.3902435899
912	0.3899981976
913	0.3898704648
914	0.3896264434
915	0.3893826008
916	0.3891385198
917	0.389023602
918	0.3887796998
919	0.3885372877
920	0.3882948756
921	0.388178587
922	0.3879363537
923	0.3878090978
924	0.3875668645
925	0.3874520063
926	0.3872113228
927	0.3869693279
928	0.3867272735
929	0.3864869475
930	0.3862464428
931	0.3860059381
932	0.3857643008
933	0.3855253458
934	0.3852838576
935	0.3850451112
936	0.3847362399
937	0.3846231103
938	0.3843832016
939	0.3841447234
940	0.3839063644
941	0.3836679459
942	0.3834295869
943	0.3831900954
944	0.3829519153
945	0.3826468885
946	0.3824102283
947	0.3821722269
948	0.3818677366
949	0.3816300035
950	0.38139382
951	0.3811587989
952	0.3810653985
953	0.3808293343
954	0.3805931807
955	0.380358547
956	0.3800550103
957	0.3799439669
958	0.3797094822
959	0.3794737756
960	0.3793504536
961	0.3791161776
962	0.3790053427
963	0.3787711859
964	0.3785370588
965	0.3783043623
966	0.3782182932
967	0.3779856563
968	0.3777517676
969	0.3774521649
970	0.3772197962
971	0.3769192696
972	0.3766883612
973	0.3764563203
974	0.3762228489
975	0.3759922683
976	0.3757604361
977	0.3754633069
978	0.3752327561
979	0.3750011921
980	0.374770999
981	0.3745408952
982	0.3742456436
983	0.3741326332
984	0.3739027381
985	0.3737940192
986	0.3735655248
987	0.3733357191
988	0.3732271194
989	0.3729988337
990	0.3727706075
991	0.3725424111
992	0.3723141849
993	0.3720849156
994	0.3719958365
995	0.3717678785
996	0.3715413809
997	0.3714557588
998	0.3712280989
999	0.3710003495
